CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
F32114,2020-06-30,2020-06-30,3350.0000000000005
F32115,2020-06-30,2020-06-30,696.99
F32116,2020-06-30,2020-06-30,5102.3189
F32117,2020-06-29,2020-07-08,3612.0000000000005
F32118,2020-06-30,2020-06-30,4320.17
F32119,2020-06-30,2020-06-30,4662.8017
F32120,2020-06-30,2020-06-30,5102.3189
F32121,2020-06-30,2020-07-30,8620.689600000002
F32122,2020-06-22,2020-06-30,400.00000000000006
F32123,2020-06-15,2020-06-30,19327.2728
F32124,2020-06-30,2020-07-30,9450.0
F32125,2020-06-30,2020-06-30,1498.0000000000002
F32126,2020-06-30,2020-06-30,4125.0
F32127,2020-06-30,2020-06-30,600.0
F32128,2020-06-30,2020-06-30,1692.362
F32129,2020-06-30,2020-06-30,2585.3448000000003
F32130,2020-06-30,2020-06-30,7500.000000000001
F32131,2020-06-19,2020-07-01,1940.0000000000002
F32132,2020-07-01,2020-07-01,4706.4
F32133,2020-07-01,2020-07-01,1096.91
F32134,2020-06-19,2020-07-01,1190.0
F32135,2020-07-01,2020-07-01,4702.0
F32136,2020-07-01,2020-07-01,82.5
F32137,2020-07-01,2020-07-01,2100.0
F32138,2020-03-27,2020-07-01,4010.92
F32139,2020-07-01,2020-07-01,960.0
F32140,2020-06-16,2020-08-01,2700.0
F32141,2020-07-02,2020-07-02,6700.000000000001
F32142,2020-07-02,2020-08-01,895.5000000000001
F32143,2020-06-25,2020-08-01,950.0000000000001
F32144,2020-06-25,2020-08-01,2160.0
F32145,2020-07-02,2020-07-02,4540.0
F32146,2020-07-02,2020-08-01,3240.0000000000005
F32147,2020-07-02,2020-08-01,3240.0000000000005
F32148,2020-07-02,2020-07-02,2088.4901
F32149,2020-06-15,2020-08-01,605.35
F32150,2020-07-02,2020-07-17,240.00000000000003
F32151,2020-07-02,2020-07-02,4702.0
F32152,2020-06-18,2020-08-01,6106.500000000001
F32153,2020-07-02,2020-07-02,639.0000000000001
F32154,2020-07-02,2020-07-02,693.1029000000001
F32155,2020-07-02,2020-07-02,332.28
F32156,2020-07-02,2020-07-02,4401.700000000001
F32157,2020-06-18,2020-07-02,5102.320000000001
F32158,2020-06-22,2020-07-02,4662.8
F32159,2020-06-22,2020-07-02,5102.320000000001
F32160,2020-07-03,2020-07-03,89.6544
F32161,2020-07-03,2020-07-03,637.1600000000001
F32162,2020-07-03,2020-07-18,3036.3
F32163,2020-06-22,2020-08-02,10836.6
F32164,2020-07-03,2020-07-03,108.00000000000001
F32165,2020-03-12,2020-07-03,1117.8500000000001
F32166,2020-07-03,2020-07-03,487.94000000000005
F32167,2020-06-29,2020-08-02,7413.000000000001
F32168,2020-06-17,2020-07-11,8115.000000000001
F32169,2020-07-03,2020-09-01,1440.0000000000002
F32170,2020-07-03,2020-09-01,1236.0
F32171,2020-07-03,2020-09-01,720.0000000000001
F32172,2020-07-03,2020-09-01,1440.0000000000002
F32173,2020-06-24,2020-07-03,1186.67
F32174,2020-07-06,2020-07-06,11000.0
F32175,2020-07-07,2020-07-07,202.75
F32176,2020-06-26,2020-09-05,71346.0
F32177,2020-07-07,2020-07-07,1218.509
F32178,2020-06-25,2020-09-05,1937.6000000000001
F32179,2020-07-07,2020-07-22,1426.2500000000002
F32180,2020-06-24,2020-07-07,7016.75
F32181,2020-07-07,2020-07-15,4982.725
F32182,2020-07-07,2020-07-07,1068.0
F32183,2020-07-07,2020-07-07,1620.0000000000002
F32184,2020-07-07,2020-07-07,399.1377
F32185,2020-06-23,2020-07-07,1379.39375
F32186,2020-07-07,2020-07-07,1918.8000000000002
F32187,2020-03-30,2020-08-21,5088.55
F32188,2020-07-08,2020-07-23,2623.1
F32189,2020-07-08,2020-07-08,157.5
F32190,2020-07-08,2020-07-08,1888.68
F32191,2020-07-08,2020-08-07,23340.000000000004
F32192,2020-07-08,2020-07-08,120.00000000000001
F32193,2020-07-08,2020-07-08,1800.0000000000002
F32194,2020-06-16,2020-07-08,2216.0
F32195,2020-07-08,2020-07-08,522.0
F32196,2020-06-22,2020-07-24,1087.4
F32197,2020-06-22,2020-07-24,1431.2
F32198,2020-07-09,2020-07-09,129.35000000000002
F32199,2020-07-09,2020-07-09,530.16
F32200,2020-06-18,2020-07-09,13369.050000000001
F32201,2020-07-09,2020-07-09,818.09
F32202,2020-07-09,2020-08-08,3857.9
F32203,2020-07-09,2020-07-09,526.3391
F32204,2020-07-09,2020-07-09,2585.3700000000003
F32205,2020-07-01,2020-07-10,1692.36
F32206,2020-07-10,2020-07-10,450.00000000000006
F32207,2020-07-02,2020-07-10,3197.0000000000005
F32208,2020-07-10,2020-07-10,144.0
F32209,2020-07-10,2020-07-10,258.70000000000005
F32210,2020-07-10,2020-07-10,277.50000000000006
F32211,2020-07-10,2020-07-10,300.0
F32212,2020-07-10,2020-07-10,187.4486
F32213,2020-07-10,2020-07-25,469.00000000000006
F32214,2020-07-10,2020-07-10,1129.5
F32215,2020-07-10,2020-07-10,1336.0
F32216,2020-07-02,2020-07-10,1020.69
F32217,2020-07-10,2020-07-10,385.00000000000006
F32218,2020-07-10,2020-07-10,1374.22
F32219,2020-07-10,2020-07-10,2540.0
F32220,2020-06-25,2020-07-10,1427.6000000000001
F32221,2020-06-25,2020-07-10,1427.6
F32222,2020-06-25,2020-07-10,1427.6
F32223,2020-07-10,2020-07-10,358.7052
F32224,2020-06-30,2020-08-12,9697.650000000001
F32225,2020-07-10,2020-07-13,7500.000000000001
F32226,2020-07-13,2020-08-12,1125.8700000000001
F32227,2020-03-11,2020-07-28,1324.5
F32228,2020-07-13,2020-07-13,165.0
F32229,2020-06-25,2020-07-13,1427.6000000000001
F32230,2020-06-25,2020-07-13,1427.6000000000001
F32231,2020-07-13,2020-07-28,2491.25
F32232,2020-07-13,2020-07-13,725.8000000000001
F32233,2020-07-13,2020-07-13,700.0000000000001
F32234,2020-07-13,2020-07-13,1633.0000000000002
F32235,2020-07-13,2020-07-13,510.00000000000006
F32236,2020-07-06,2020-07-13,1348.2800000000002
F32237,2020-07-13,2020-07-13,3062.9700000000003
F32238,2020-06-29,2020-07-28,5310.0
F32239,2020-07-14,2020-07-14,7589.0
F32240,2020-07-13,2020-08-13,5631.18
F32241,2020-06-30,2020-07-29,3405.9
F32242,2020-07-14,2020-07-14,3062.9700000000003
F32243,2020-07-14,2020-07-14,52.00000000000001
F32244,2020-07-14,2020-07-14,267.0
F32245,2020-07-14,2020-07-29,2390.0
F32246,2020-07-14,2020-07-14,2800.2400000000002
F32247,2020-07-14,2020-07-14,2830.0
F32248,2020-06-26,2020-09-13,15630.0
F32249,2020-07-15,2020-08-14,2050.0000000000005
F32250,2020-06-24,2020-07-15,2366.9
F32251,2020-04-01,2020-07-15,3741.9
F32252,2020-07-03,2020-07-15,957.0000000000001
F32253,2020-07-15,2020-07-15,1720.0000000000002
F32254,2020-07-15,2020-07-15,299.31
F32255,2020-07-15,2020-07-15,2554.86
F32256,2020-07-15,2020-07-15,370.00000000000006
F32257,2020-07-02,2020-07-15,3029.04
F32258,2020-07-16,2020-07-16,1741.88
F32259,2020-07-16,2020-07-16,770.0
F32260,2020-07-16,2020-07-16,931.0400000000001
F32261,2020-07-16,2020-07-16,1019.0000000000001
F32262,2020-07-16,2020-07-16,1350.0
F32263,2020-07-16,2020-07-16,226.00000000000003
F32264,2020-07-16,2020-07-16,1426.2500000000002
F32265,2020-07-16,2020-09-14,770.0000000000001
F32266,2020-07-13,2020-07-16,845.0000000000001
F32267,2020-07-08,2020-07-16,487.94000000000005
F32268,2020-07-16,2020-07-16,2200.0
F32269,2020-07-13,2020-07-24,3612.0000000000005
F32270,2020-07-16,2020-07-24,4037.5000000000005
F32271,2020-07-17,2020-07-17,159.5
F32272,2020-07-17,2020-07-17,1030.0
F32273,2020-07-13,2020-08-16,9159.75
F32274,2020-07-17,2020-07-17,26515.000000000004
F32275,2020-07-17,2020-07-17,732.19
F32276,2020-07-17,2020-07-17,4672.8
F32277,2020-07-17,2020-07-17,160.0
F32278,2020-06-23,2020-07-17,611.5300000000001
F32279,2020-07-17,2020-07-17,347.20000000000005
F32280,2020-07-17,2020-07-17,3554.07
F32281,2020-03-12,2020-07-17,1117.8500000000001
F32282,2020-06-26,2020-07-20,1579.0
F32283,2020-07-20,2020-08-04,2390.0
F32284,2020-07-20,2020-08-04,3934.5
F32285,2020-07-20,2020-07-20,192.00000000000003
F32286,2020-07-10,2020-08-19,70020.0
F32287,2020-07-21,2020-08-04,4176.0
F32288,2020-07-14,2020-08-19,991.6000000000001
F32289,2020-07-20,2020-07-20,2386.5600000000004
F32290,2020-07-20,2020-07-20,270.0
F32291,2020-07-20,2020-07-20,344.8
F32292,2020-07-10,2020-07-20,3062.9700000000003
F32293,2020-07-20,2020-08-04,9550.0
F32294,2020-07-20,2020-07-20,1536.2500000000002
F32295,2020-07-21,2020-07-21,429.195
F32296,2020-07-21,2020-07-21,488.25000000000006
F32297,2020-07-21,2020-07-21,191.5
F32298,2020-07-15,2020-07-21,2090.0
F32299,2020-07-21,2020-07-21,1441.0400000000002
F32300,2020-07-10,2020-08-05,4606.8
F32301,2020-07-21,2020-07-21,772.7273
F32302,2020-07-21,2020-07-21,7292.1
F32303,2020-07-21,2020-07-21,2625.0
F32304,2020-03-25,2020-08-20,44143.020000000004
F32305,2020-07-21,2020-07-21,504.00000000000006
F32306,2020-07-14,2020-07-21,3317.28
F32307,2020-07-13,2020-08-21,11802.4
F32308,2020-07-22,2020-07-22,771.0
F32309,2020-07-01,2020-07-22,822.4200000000001
F32310,2020-07-15,2020-07-22,2250.0
F32311,2020-07-22,2020-07-22,856.0000000000001
F32312,2020-07-22,2020-07-22,1150.0000000000002
F32313,2020-07-22,2020-07-22,206.91000000000003
F32314,2020-07-16,2020-07-22,1677.0000000000002
F32315,2020-07-22,2020-07-22,1365.0
F32316,2020-07-22,2020-07-22,1365.0
F32317,2020-07-22,2020-07-22,1590.7000000000003
F32318,2020-07-22,2020-07-22,1539.5
F32319,2020-07-14,2020-07-22,2216.0
F32320,2020-07-14,2020-07-22,698.0000000000001
F32321,2020-07-22,2020-07-22,522.0
F32322,2020-07-22,2020-07-22,51.730000000000004
F32323,2020-07-22,2020-07-22,6370.000000000001
F32324,2020-07-23,2020-07-23,84.0
F32325,2020-07-15,2020-07-23,3200.0000000000005
F32326,2020-07-23,2020-07-23,2648.2679000000003
F32327,2020-07-23,2020-07-23,993.2727
F32328,2020-07-23,2020-08-07,4990.0
F32329,2020-07-14,2020-08-07,1740.0000000000002
F32330,2020-07-20,2020-07-31,5418.0
F32331,2020-07-24,2020-07-24,1906.609
F32332,2020-07-02,2020-07-24,1769.4
F32333,2020-07-23,2020-08-23,6174.000000000001
F32334,2020-07-21,2020-07-24,232.00000000000003
F32335,2020-07-24,2020-07-24,150.12
F32336,2020-07-24,2020-07-24,1350.0
F32337,2020-07-24,2020-07-24,679.5600000000001
F32338,2020-07-14,2020-08-23,6442.6
F32339,2020-07-24,2020-07-24,522.2
F32340,2020-07-24,2020-07-24,2184.0
F32341,2020-08-05,2020-08-23,80854.40000000001
F32342,2020-06-30,2020-07-24,2500.0
F32343,2020-07-24,2020-07-24,130.0
F32344,2020-07-24,2020-08-08,4494.0
F32345,2020-07-10,2020-08-08,3299.2000000000003
F32346,2020-07-24,2020-07-24,608.7500000000001
F32347,2020-07-16,2020-08-11,4460.0
F32348,2020-07-27,2020-07-27,104.44000000000001
F32349,2020-07-21,2020-09-25,22316.4
F32350,2020-07-27,2020-07-27,73275.86200000001
F32351,2020-07-27,2020-07-27,300.24
F32352,2020-07-27,2020-07-27,433.19000000000005
F32353,2020-07-27,2020-08-26,181.818
F32354,2020-07-27,2020-07-27,384.5
F32355,2020-07-27,2020-07-27,246.73000000000002
F32356,2020-07-27,2020-07-27,1607.3000000000002
F32357,2020-07-27,2020-07-27,120.00000000000001
F32358,2020-07-27,2020-07-27,244.50000000000003
F32359,2020-07-27,2020-07-27,775.8615000000001
F32360,2020-07-27,2020-07-27,1123.14525
F32361,2020-07-27,2020-07-27,637.0
F32362,2020-07-27,2020-07-27,624.274
F32363,2020-07-15,2020-08-12,1552.0
F32364,2020-07-28,2020-07-28,1653.1824000000001
F32365,2020-07-28,2020-07-28,649.6600000000001
F32366,2020-07-20,2020-07-28,6521.420000000001
F32367,2020-07-28,2020-08-12,6557.000000000001
F32368,2020-07-28,2020-07-28,1426.95855
F32369,2020-07-28,2020-07-28,402.50000000000006
F32370,2020-07-24,2020-07-28,5806.2
F32371,2020-07-28,2020-07-28,862.0086000000001
F32372,2020-07-28,2020-07-28,1100.0
F32373,2020-07-28,2020-07-28,1100.0
F32374,2020-07-28,2020-07-28,871.1792
F32375,2020-07-14,2020-08-27,1918.0000000000002
F32376,2020-07-17,2020-08-27,5754.000000000001
F32377,2020-07-21,2020-08-28,1954.0
F32378,2020-07-29,2020-07-29,1600.0000000000002
F32379,2020-07-29,2020-07-29,5440.0
F32380,2020-07-29,2020-07-29,753.0000000000001
F32381,2020-07-29,2020-07-29,467.72
F32382,2020-07-29,2020-07-29,4100.860000000001
F32383,2020-07-29,2020-07-29,907.9325000000001
F32384,2020-07-15,2020-09-27,2577.1000000000004
F32385,2020-07-20,2020-07-29,1068.0
F32386,2020-07-07,2020-08-13,4466.02
F32387,2020-07-29,2020-07-29,783.3000000000001
F32388,2020-07-29,2020-07-29,240.6773
F32389,2020-07-30,2020-07-30,1425.0
F32390,2020-07-14,2020-08-14,6982.250000000001
F32391,2020-07-28,2020-08-29,9159.75
F32392,2020-07-30,2020-07-30,719.9973000000001
F32393,2020-07-22,2020-07-30,434.06000000000006
F32394,2020-07-30,2020-07-30,16305.240000000002
F32395,2020-07-30,2020-07-30,224.20000000000002
F32396,2020-07-16,2020-07-30,1427.6000000000001
F32397,2020-07-16,2020-07-30,1427.6000000000001
F32398,2020-07-16,2020-07-30,1427.6000000000001
F32399,2020-07-30,2020-07-30,615.0
F32400,2020-07-25,2020-07-30,12600.000000000002
F32401,2020-07-30,2020-07-30,27989.301700000004
F32402,2020-07-30,2020-07-30,21600.0
F32403,2020-07-30,2020-07-30,3600.0000000000005
F32404,2020-07-14,2020-08-14,6879.25
F32405,2020-07-30,2020-07-30,5120.0
F32406,2020-07-30,2020-08-14,10939.6364
F32407,2020-07-27,2020-07-31,45770.0
F32408,2020-07-28,2020-08-30,15266.250000000002
F32409,2020-07-31,2020-07-31,650.0
F32410,2020-07-01,2020-07-31,5500.0
F32411,2020-07-31,2020-07-31,1704.51
F32412,2020-07-20,2020-08-30,44251.950000000004
F32413,2020-07-23,2020-07-31,2700.0000000000005
F32414,2020-07-31,2020-07-31,31000.000000000004
F32415,2020-07-31,2020-07-31,800.0000000000001
F32416,2020-07-31,2020-07-31,6693.8793000000005
F32417,2020-07-30,2020-07-31,3355.5000000000005
F32418,2020-07-31,2020-07-31,1041.1360000000002
F32419,2020-07-31,2020-07-31,22989.551700000004
F32420,2020-07-31,2020-07-31,7463.637900000001
F32421,2020-07-28,2020-07-31,7204.200000000001
F32422,2020-07-31,2020-07-31,9480.0
F32423,2020-07-31,2020-07-31,4310.344800000001
F32424,2020-07-31,2020-08-15,539.0
F32425,2020-07-31,2020-08-15,1498.0000000000002
F32426,2020-07-31,2020-07-31,300.0
F32427,2020-07-31,2020-07-31,300.0
F32428,2020-07-31,2020-07-31,862.0689000000001
F32429,2020-07-29,2020-07-31,2720.0
F32430,2020-07-30,2020-07-31,6201.200000000001
F32431,2020-07-31,2020-07-31,596.5517000000001
F32432,2020-07-22,2020-07-31,8250.0
F32433,2020-07-31,2020-07-31,701.7586
F32434,2020-07-31,2020-07-31,2625.0
F32435,2020-07-31,2020-07-31,11340.000000000002
F32436,2020-07-28,2020-09-29,1937.6000000000001
F32437,2020-07-31,2020-07-31,720.0000000000001
F32438,2020-07-28,2020-08-05,11340.0
F32439,2020-08-06,2020-09-04,3700.0000000000005
F32440,2020-08-05,2020-09-04,15332.545800000002
F32441,2020-07-30,2020-08-05,5493.400000000001
F32442,2020-08-05,2020-08-20,2275.0000000000005
F32443,2020-07-29,2020-09-04,3150.0000000000005
F32444,2020-05-29,2020-08-20,16640.0
F32445,2020-08-05,2020-08-05,227.59000000000003
F32446,2020-08-05,2020-08-05,137.931
F32447,2020-08-05,2020-08-05,393.0
F32448,2020-08-05,2020-08-05,552.4875000000001
F32449,2020-08-05,2020-08-05,163.75
F32450,2020-07-29,2020-08-05,313.9655
F32451,2020-08-05,2020-08-05,1378.0
F32452,2020-08-05,2020-08-05,2405.0
F32453,2020-08-05,2020-08-05,116.37920000000001
F32454,2020-08-03,2020-08-20,961.0000000000001
F32455,2020-08-05,2020-08-05,211.2075
F32456,2020-08-05,2020-08-05,385.00000000000006
F32457,2020-07-31,2020-08-13,3950.0000000000005
F32458,2020-08-05,2020-08-05,129.293
F32459,2020-08-05,2020-08-05,637.23
F32460,2020-08-06,2020-08-20,3950.0000000000005
F32461,2020-07-29,2020-08-05,9480.000000000002
F32462,2020-08-07,2020-09-04,17372.82
F32463,2020-08-05,2020-08-05,3920.0000000000005
F32464,2020-08-05,2020-08-05,142.23000000000002
F32465,2020-08-04,2020-08-06,11940.0
F32466,2020-08-06,2020-09-05,44251.950000000004
F32467,2020-08-06,2020-08-06,1960.0000000000002
F32468,2020-08-06,2020-08-06,356.925
F32469,2020-08-07,2020-08-22,4990.0
F32470,2020-08-07,2020-08-22,1129.5
F32471,2020-08-07,2020-08-07,150.0
F32472,2020-08-07,2020-08-07,440.0
F32473,2020-07-17,2020-08-07,1341.8500000000001
F32474,2020-08-07,2020-08-22,2271.7200000000003
F32475,2020-08-07,2020-08-22,2271.72
F32476,2020-07-22,2020-09-21,5088.55
F32477,2020-07-29,2020-08-07,6693.88
F32478,2020-08-07,2020-08-07,1385.0
F32479,2020-08-07,2020-08-07,2836.84
F32480,2020-07-29,2020-08-07,6693.88
F32481,2020-07-23,2020-09-21,10177.1
F32482,2020-08-07,2020-08-07,684.0
F32483,2020-08-07,2020-08-07,610.0
F32484,2020-08-03,2020-08-07,1638.48
F32485,2020-08-10,2020-08-10,790.6819999999999
F32486,2020-08-10,2020-08-10,1128.63
F32487,2020-08-10,2020-08-10,1901.7966000000001
F32488,2020-08-10,2020-08-25,1750.0
F32489,2020-08-06,2020-08-10,1041.8625000000002
F32490,2020-08-10,2020-09-09,1970.0000000000002
F32491,2020-07-30,2020-08-10,27989.3
F32492,2020-08-07,2020-08-10,3296.0000000000005
F32493,2020-08-05,2020-08-25,957.56
F32494,2020-08-10,2020-08-25,4982.76
F32495,2020-08-10,2020-08-10,2882.4726
F32496,2020-08-11,2020-08-11,1277.43
F32497,2020-08-11,2020-08-11,717.9000000000001
F32498,2020-08-11,2020-08-11,851.4000000000001
F32499,2020-07-31,2020-08-11,1403.5200000000002
F32500,2020-08-11,2020-08-11,1498.0000000000002
F32501,2020-07-30,2020-09-10,21673.2
F32502,2020-07-31,2020-09-10,9438.800000000001
F32503,2020-07-31,2020-09-10,3221.3
F32504,2020-08-11,2020-08-11,370.3636
F32505,2020-08-11,2020-08-11,57.00000000000001
F32506,2020-07-30,2020-09-11,7476.7
F32507,2020-08-05,2020-08-27,5000.0
F32508,2020-08-12,2020-08-12,450.00000000000006
F32509,2020-08-12,2020-08-12,1995.6600000000003
F32510,2020-08-12,2020-08-12,1779.55
F32511,2020-07-31,2020-08-12,3519.5400000000004
F32512,2020-08-12,2020-08-12,1800.0000000000002
F32513,2020-08-12,2020-08-12,548.3000000000001
F32514,2020-07-31,2020-08-12,2900.0
F32515,2020-08-13,2020-08-13,600.0
F32516,2020-08-13,2020-08-28,900.0000000000001
F32517,2020-07-24,2020-08-13,1193.12
F32518,2020-08-13,2020-08-13,600.0
F32519,2020-07-30,2020-08-13,2002.9500000000003
F32520,2020-07-30,2020-08-13,11350.050000000001
F32521,2020-08-13,2020-08-13,617.28
F32522,2020-07-30,2020-08-13,1690.7800000000002
F32523,2020-08-13,2020-08-13,1478.6100000000001
F32524,2020-08-13,2020-08-13,3352.86
F32525,2020-07-29,2020-08-13,3697.0
F32526,2020-07-30,2020-08-13,5756.500000000001
F32527,2020-08-13,2020-09-12,17703.600000000002
F32528,2020-08-13,2020-08-13,228.00000000000003
F32529,2020-07-29,2020-08-13,9480.0
F32530,2020-07-17,2020-08-14,1117.85
F32531,2020-08-14,2020-08-14,1510.0
F32532,2020-08-14,2020-08-14,175.00000000000003
F32533,2020-08-14,2020-08-14,249.12500000000003
F32534,2020-08-14,2020-08-14,851.73
F32535,2020-07-20,2020-08-14,3422.2800000000007
F32536,2020-08-14,2020-08-14,3780.0000000000005
F32537,2020-08-14,2020-08-14,3200.0
F32538,2020-08-05,2020-08-29,13972.5
F32539,2020-08-14,2020-08-14,913.2727
F32540,2020-08-14,2020-08-14,1008.0
F32541,2020-08-03,2020-08-14,1896.0
F32542,2020-08-06,2020-09-01,5914.75
F32543,2020-08-11,2020-08-17,2079.0
F32544,2020-08-17,2020-08-17,825.0000000000001
F32545,2020-08-14,2020-08-17,3942.84
F32546,2020-08-17,2020-08-17,299.95950000000005
F32547,2020-08-17,2020-08-17,86.2065
F32548,2020-07-29,2020-08-17,9480.0
F32549,2020-08-17,2020-08-17,900.0000000000001
F32550,2020-08-14,2020-08-17,607.32
F32551,2020-08-17,2020-08-17,265.3827
F32552,2020-08-13,2020-09-17,8975.0
F32553,2020-08-07,2020-09-17,4241.8182
F32554,2020-08-06,2020-09-17,4992.0
F32555,2020-08-06,2020-09-17,2067.0
F32556,2020-08-06,2020-09-17,1221.0
F32557,2020-08-06,2020-09-17,1221.0
F32558,2020-08-06,2020-09-17,826.8000000000001
F32559,2020-08-14,2020-08-18,1200.0
F32560,2020-08-12,2020-09-17,46680.00000000001
F32561,2020-08-11,2020-08-18,6480.000000000001
F32562,2020-08-11,2020-08-18,2515.5
F32563,2020-08-18,2020-08-18,97.00000000000001
F32564,2020-08-18,2020-08-18,870.0000000000001
F32565,2020-08-18,2020-08-18,837.05
F32566,2020-08-12,2020-09-17,2555.4243
F32567,2020-08-11,2020-08-19,3582.0
F32568,2020-08-19,2020-08-19,600.0
F32569,2020-08-19,2020-08-19,1282.3200000000002
F32570,2020-08-19,2020-08-19,406.46000000000004
F32571,2020-08-19,2020-08-19,406.46000000000004
F32572,2020-08-05,2020-08-19,280.6
F32573,2020-08-19,2020-08-19,325.0
F32574,2020-08-11,2020-08-19,788.5500000000001
F32575,2020-08-19,2020-08-19,657.1500000000001
F32576,2020-08-19,2020-08-19,290.0
F32577,2020-08-19,2020-08-19,1450.0000000000002
F32578,2020-07-30,2020-08-19,7463.64
F32579,2020-08-19,2020-08-19,637.0689000000001
F32580,2020-08-14,2020-09-18,1230.0
F32581,2020-07-20,2020-09-03,40000.0
F32582,2020-08-12,2020-09-18,990.0000000000001
F32583,2020-08-12,2020-09-18,4541.6
F32584,2020-08-19,2020-08-19,916.0400000000002
F32585,2020-08-12,2020-10-19,71346.0
F32586,2020-08-20,2020-08-20,4750.000000000001
F32587,2020-08-20,2020-08-20,4186.0
F32588,2020-08-20,2020-08-20,1099.1
F32589,2020-08-05,2020-08-20,4928.0
F32590,2020-08-11,2020-08-20,5642.000000000001
F32591,2020-08-03,2020-08-20,45979.1
F32592,2020-07-30,2020-08-20,2022.42
F32593,2020-08-03,2020-08-20,1896.0000000000002
F32594,2020-08-17,2020-08-20,845.0000000000001
F32595,2020-08-17,2020-09-19,17372.82
F32596,2020-08-20,2020-08-20,543.2
F32597,2020-08-20,2020-08-20,600.0
F32598,2020-08-20,2020-08-20,739.2600000000001
F32599,2020-08-20,2020-08-20,78.34920000000001
F32600,2020-08-03,2020-08-20,9480.0
F32601,2020-08-20,2020-08-20,3349.0000000000005
F32602,2020-08-17,2020-08-20,2535.0
F32603,2020-08-20,2020-08-20,101.00000000000001
F32604,2020-08-06,2020-08-21,449.57
F32605,2020-08-21,2020-08-21,339.6551
F32606,2020-08-21,2020-08-21,2012.5067000000001
F32607,2020-08-21,2020-08-21,381.80170000000004
F32608,2020-08-21,2020-08-21,270.00000000000006
F32609,2020-08-21,2020-08-21,740.7272
F32610,2020-08-18,2020-09-05,3349.0000000000005
F32611,2020-08-24,2020-09-08,21024.0
F32612,2020-08-25,2020-10-23,3780.0000000000005
F32613,2020-08-24,2020-08-24,358.18
F32614,2020-08-17,2020-08-24,304.74
F32615,2020-08-24,2020-08-24,347.2875
F32616,2020-08-12,2020-10-23,1800.0000000000002
F32617,2020-08-24,2020-08-24,347.2875
F32618,2020-09-04,2020-08-24,9160.0
F32619,2020-08-24,2020-08-24,455.00000000000006
F32620,2020-08-24,2020-08-24,411.13370000000003
F32621,2020-08-24,2020-08-24,258.62
F32622,2020-08-24,2020-08-24,400.00000000000006
F32623,2020-08-24,2020-08-24,187.0
F32624,2020-08-25,2020-08-25,293.1034
F32625,2020-08-18,2020-08-25,33280.0
F32626,2020-08-25,2020-08-25,765.47
F32627,2020-08-25,2020-08-25,742.0
F32628,2020-08-14,2020-08-25,1722.0000000000002
F32629,2020-08-17,2020-08-25,1525.8500000000001
F32630,2020-08-14,2020-08-25,689.0
F32631,2020-08-25,2020-08-25,1080.0
F32632,2020-08-25,2020-09-24,778.8
F32633,2020-08-25,2020-08-25,162.00000000000003
F32634,2020-08-25,2020-09-09,2458.75
F32635,2020-08-25,2020-08-25,561.0
F32636,2020-08-26,2020-08-26,1162.88
F32637,2020-08-19,2020-09-25,4605.0
F32638,2020-08-13,2020-09-25,11484.000000000002
F32639,2020-08-14,2020-09-25,1476.72
F32640,2020-08-18,2020-08-26,1992.4
F32641,2020-08-28,2020-09-10,6578.36
F32642,2020-08-26,2020-08-26,9106.0
F32643,2020-08-26,2020-08-26,120.0
F32644,2020-08-26,2020-08-26,2858.8900000000003
F32645,2020-08-18,2020-08-26,3695.5600000000004
F32646,2020-08-11,2020-08-26,4025.0000000000005
F32647,2020-08-24,2020-08-26,28760.000000000004
F32648,2020-08-26,2020-08-26,1538.88
F32649,2020-08-26,2020-08-26,945.0000000000001
F32650,2020-08-26,2020-08-26,1212.2727000000002
F32651,2020-08-26,2020-08-26,412.53439999999995
F32652,2020-08-26,2020-08-26,627.0
F32653,2020-08-27,2020-08-27,243.10125
F32654,2020-08-27,2020-08-27,243.10125000000002
F32655,2020-08-26,2020-09-26,1397.0000000000002
F32656,2020-08-27,2020-08-27,1224.5400000000002
F32657,2020-08-14,2020-08-27,18429.5
F32658,2020-08-17,2020-09-11,1662.15
F32659,2020-08-27,2020-08-27,287.92
F32660,2020-08-27,2020-09-11,240.00000000000003
F32661,2020-08-27,2020-08-27,289.66
F32662,2020-08-27,2020-08-27,144.82750000000001
F32663,2020-08-27,2020-08-27,3362.0
F32664,2020-08-27,2020-08-27,439.09090000000003
F32665,2020-09-28,2020-08-27,46874.00000000001
F32666,2020-08-12,2020-08-27,4992.68
F32667,2020-08-12,2020-08-27,4992.68
F32668,2020-08-27,2020-08-27,300.0
F32669,2020-08-27,2020-10-27,11760.000000000002
F32670,2020-08-19,2020-08-28,1800.0000000000002
F32671,2020-08-28,2020-09-27,1500.0000000000002
F32672,2020-08-10,2020-10-12,9981.1
F32673,2020-08-28,2020-08-28,263.78000000000003
F32674,2020-06-09,2020-08-28,1400.0000000000002
F32675,2020-08-28,2020-09-12,157.75
F32676,2020-09-04,2020-09-27,6695.000000000001
F32677,2020-08-28,2020-09-27,23340.000000000004
F32678,2020-09-04,2020-09-27,46680.00000000001
F32679,2020-08-28,2020-08-28,1728.0000000000002
F32680,2020-08-28,2020-08-28,3029.82
F32681,2020-08-31,2020-08-31,230.0
F32682,2020-08-18,2020-09-15,26413.0
F32683,2020-08-31,2020-08-31,8.0
F32684,2020-09-03,2020-09-30,17703.600000000002
