CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
F29414,2019-09-03,2019-09-18,3980.0
F29415,2019-09-03,2019-10-03,1550.0000000000002
F29416,2019-09-03,2019-10-03,1550.0
F29417,2019-09-03,2019-10-03,1550.0
F29418,2019-09-03,2019-09-03,2435.44
F29419,2019-09-04,2019-09-19,3979.9979999999996
F29420,2019-09-04,2019-09-04,402.59
F29421,2019-09-04,2019-09-04,402.59
F29422,2019-09-02,2019-09-04,1606.74
F29423,2019-09-02,2019-09-04,1144.4299999999998
F29424,2019-09-03,2019-09-04,462.31
F29425,2019-09-02,2019-09-04,1144.4299999999998
F29426,2019-09-04,2019-09-04,157.75799999999998
F29427,2019-09-04,2019-09-04,157.75799999999998
F29428,2019-09-04,2019-09-19,1724.137
F29429,2019-09-04,2019-09-04,1415.5172
F29430,2019-09-05,2019-09-20,1989.9989999999998
F29431,2019-09-05,2019-09-05,258.65999999999997
F29432,2019-09-05,2019-09-20,976.5
F29433,2019-09-05,2019-09-05,280.0
F29434,2019-09-06,2019-09-21,224.637
F29435,2019-09-06,2019-10-06,1196.6
F29436,2019-09-06,2019-09-21,976.5
F29437,2019-09-06,2019-09-06,224.64
F29438,2019-09-06,2019-09-21,1282.327
F29439,2019-09-06,2019-09-06,1964.0
F29440,2019-09-09,2019-09-09,229.66
F29441,2019-09-09,2019-09-09,1602.59
F29442,2019-09-09,2019-09-09,9586.0
F29443,2019-09-09,2019-09-09,105.00000000000001
F29444,2019-09-09,2019-09-09,1444.3999999999999
F29445,2019-09-09,2019-09-09,258.62
F29446,2019-09-09,2019-09-24,1724.137
F29447,2019-09-10,2019-09-10,852.2669999999999
F29448,2019-09-10,2019-09-10,517.241
F29449,2019-09-10,2019-09-10,258.62
F29450,2019-09-10,2019-09-10,2435.4400000000005
F29451,2019-09-10,2019-09-10,760.57
F29452,2019-09-10,2019-09-10,919.4560000000001
F29453,2019-09-04,2019-09-10,112.10000000000001
F29454,2019-09-10,2019-09-10,1432.83
F29455,2019-09-10,2019-09-10,366.49100000000004
F29456,2019-09-10,2019-09-25,1059.8700000000001
F29457,2019-09-10,2019-09-25,1059.8700000000001
F29458,2019-09-10,2019-09-25,1059.8700000000001
F29459,2019-09-10,2019-09-10,3691.7000000000003
F29460,2019-09-10,2019-10-10,8700.0
F29461,2019-09-10,2019-09-25,360.34400000000005
F29462,2019-09-10,2019-09-10,7140.540000000001
F29463,2019-09-10,2019-11-09,1800.0000000000002
F29464,2019-09-11,2019-11-10,17850.0
F29465,2019-09-11,2019-09-11,858.35
F29466,2019-09-11,2019-09-11,2623.8
F29467,2019-09-11,2019-09-11,1044.76
F29468,2019-09-11,2019-09-11,516.3000000000001
F29469,2019-09-11,2019-09-11,258.66
F29470,2019-09-11,2019-09-11,500.0
F29471,2019-09-11,2019-09-11,280.0
F29472,2019-09-11,2019-10-11,1500.0000000000002
F29473,2019-09-11,2019-10-11,24000.000000000004
F29474,2019-09-11,2019-09-26,1059.89
F29475,2019-09-11,2019-09-11,3253.4000000000005
F29476,2019-09-11,2019-09-11,357.00000000000006
F29477,2019-09-11,2019-11-10,1800.0000000000002
F29478,2019-09-11,2019-10-11,12213.000000000002
F29479,2019-09-11,2019-09-11,4135.0
F29480,2019-09-12,2019-10-12,10264.95
F29481,2019-09-12,2019-10-12,10327.1
F29482,2019-09-12,2019-09-12,167.24
F29483,2019-09-12,2019-09-12,474.27000000000004
F29484,2019-09-12,2019-09-12,3616.5550000000003
F29485,2019-09-12,2019-09-27,976.5000000000001
F29486,2019-09-12,2019-09-27,976.5000000000001
F29487,2019-09-12,2019-10-12,5856.000000000001
F29488,2019-09-12,2019-09-12,1502.4
F29489,2019-09-12,2019-10-12,24408.000000000004
F29490,2019-09-12,2019-09-12,493.96000000000004
F29491,2019-09-12,2019-09-27,1330.0
F29492,2019-09-12,2019-10-12,262.94
F29493,2019-09-12,2019-10-12,448.28000000000003
F29494,2019-09-12,2019-09-12,103.44800000000001
F29495,2019-09-12,2019-09-12,346.55
F29496,2019-09-12,2019-09-12,241.37930000000003
F29497,2019-09-12,2019-09-12,7140.540000000001
F29498,2019-09-12,2019-09-12,605.69
F29499,2019-09-12,2019-09-12,1218.8826000000001
F29500,2019-09-13,2019-09-13,4464.8
F29501,2019-09-13,2019-09-13,4464.8
F29502,2019-09-13,2019-09-13,252.15600000000003
F29503,2019-09-13,2019-09-13,1025.45
F29504,2019-09-13,2019-09-13,2989.0400000000004
F29505,2019-09-13,2019-09-13,315.0
F29506,2019-09-13,2019-09-13,466.8272
F29507,2019-09-13,2019-10-13,1764.0956
F29508,2019-09-13,2019-09-28,2730.7300000000005
F29509,2019-09-13,2019-10-13,83873.0
F29510,2019-09-13,2019-09-13,679.82
F29511,2019-09-17,2019-09-17,783.1500000000001
F29512,2019-09-17,2019-09-17,25075.600000000002
F29513,2019-09-17,2019-09-17,112733.70000000001
F29514,2019-09-17,2019-09-17,305.52000000000004
F29515,2019-09-17,2019-09-17,144.0
F29516,2019-09-17,2019-10-17,7700.000000000001
F29517,2019-09-17,2019-09-17,252.16000000000003
F29518,2019-09-17,2019-10-17,1550.0000000000002
,2019-09-17,2019-09-17,595.0200000000001
F29520,2019-09-17,2019-09-17,1682.0000000000002
F29521,2019-09-17,2019-09-17,1496.46
F29522,2019-09-17,2019-09-17,1227.6100000000001
F29523,2019-09-17,2019-09-17,226.8272
F29524,2019-09-17,2019-09-17,2594.8272
F29525,2019-09-10,2019-09-17,227.60000000000002
F29526,2019-09-18,2019-09-18,4023.5000000000005
F29527,2019-09-18,2019-09-18,3000.0000000000005
F29528,2019-09-18,2019-10-03,2697.0
F29529,2019-09-18,2019-09-18,1228.5
F29530,2019-09-18,2019-10-03,2697.0
F29531,2019-09-18,2019-09-18,1215.5400000000002
F29532,2019-09-06,2019-09-18,7784.4800000000005
F29533,2019-09-18,2019-10-18,17230.0
F29534,2019-09-18,2019-10-03,7096.4237
F29535,2019-09-18,2019-09-18,1487.8700000000001
F29536,2019-09-18,2019-09-18,912.6484
F29537,2019-09-18,2019-10-18,37000.0
F29538,2019-09-18,2019-10-18,2602.5
F29539,2019-09-18,2019-09-18,1197.7495000000001
F29540,2019-09-18,2019-09-18,1050.0
F29541,2019-09-18,2019-09-18,4118.62
F29542,2019-09-18,2019-10-03,6221.800000000001
F29543,2019-09-18,2019-10-18,6194.64
F29544,2019-09-19,2019-09-19,5129.784000000001
F29545,2019-09-19,2019-09-19,20274.0
F29546,2019-09-10,2019-09-19,1486.9
F29547,2019-09-19,2019-10-04,385.00000000000006
F29548,2019-09-19,2019-09-19,919.46
F29549,2019-09-19,2019-10-04,1155.0
F29550,2019-09-19,2019-09-19,852.2700000000001
F29551,2019-09-19,2019-09-19,3194.6400000000003
F29552,2019-09-19,2019-09-19,252.16000000000003
F29553,2019-09-10,2019-10-19,48480.00000000001
F29554,2019-09-13,2019-11-03,35725.0
F29555,2019-09-19,2019-09-19,232.8
F29556,2019-09-19,2019-09-19,110.00000000000001
F29557,2019-09-19,2019-09-19,252.16000000000003
F29558,2019-09-19,2019-11-18,19000.0
F29559,2019-09-19,2019-11-18,4410.0
F29560,2019-09-19,2019-09-19,3112.9900000000007
F29561,2019-09-19,2019-09-19,252.16000000000003
F29562,2019-09-19,2019-09-19,252.16000000000003
F29563,2019-09-19,2019-10-04,249.05
F29564,2019-09-13,2019-10-19,1940.0000000000002
F29565,2019-09-19,2019-09-19,3365.9
F29566,2019-09-19,2019-09-19,43103.448200000006
F29567,2019-09-19,2019-11-18,19000.0
F29568,2019-09-20,2019-09-20,1939.92
F29569,2019-09-20,2019-11-19,3112.0000000000005
F29570,2019-09-20,2019-09-20,568.11
F29571,2019-09-20,2019-09-20,568.11
F29572,2019-09-25,2019-09-20,841.34
F29573,2019-09-20,2019-11-19,33499.200000000004
F29574,2019-09-20,2019-09-20,420.00000000000006
F29575,2019-09-20,2019-11-19,33499.200000000004
F29576,2019-09-20,2019-10-20,5400.0
F29577,2019-09-20,2019-09-20,720.0000000000001
F29578,2019-09-20,2019-09-20,777.1
F29579,2019-09-20,2019-09-20,193.99
F29580,2019-09-05,2019-09-20,1540.65
F29581,2019-09-20,2019-09-20,2034.0000000000002
F29582,2019-09-10,2019-10-20,4679.0
F29583,2019-09-19,2019-09-20,120.00000000000001
F29584,2019-09-19,2019-09-20,2371.3500000000004
F29585,2019-09-19,2019-09-20,252.16000000000003
F29586,2019-09-20,2019-11-24,14240.000000000002
F29587,2019-09-17,2019-09-20,142.26000000000002
F29588,2019-09-18,2019-09-20,1700.0000000000002
F29589,2019-09-18,2019-09-20,708.0200000000001
F29590,2019-09-18,2019-09-20,111.00000000000001
F29591,2019-09-18,2019-09-20,918.34
F29592,2019-09-18,2019-09-20,102.42
F29593,2019-09-20,2019-09-20,695.69
F29594,2019-09-19,2019-10-05,2900.0
F29595,2019-09-20,2019-09-20,280.0
F29596,2019-09-17,2019-10-05,7125.9000000000015
F29597,2019-09-23,2019-10-08,7300.000000000001
F29598,2019-09-23,2019-09-23,3426.7500000000005
F29599,2019-09-06,2019-10-23,50994.00000000001
F29600,2019-09-23,2019-10-08,2790.5000000000005
F29601,2019-09-23,2019-10-08,2726.5200000000004
F29602,2019-09-23,2019-10-08,1363.2600000000002
F29603,2019-09-23,2019-09-23,1363.2600000000002
F29604,2019-09-23,2019-09-23,2726.5200000000004
F29605,2019-09-23,2019-09-23,1363.2600000000002
F29606,2019-09-23,2019-09-23,1282.3300000000002
F29607,2019-09-20,2019-10-23,1054.0
F29608,2019-09-20,2019-10-23,1054.0
F29609,2019-09-23,2019-09-23,1080.02
F29610,2019-09-23,2019-09-23,1540.0000000000002
F29611,2019-09-23,2019-09-23,3175.0000000000005
F29612,2019-09-25,2019-10-08,10463.01
F29613,2019-09-18,2019-10-08,4232.25
F29614,2019-09-25,2019-10-08,10463.01
F29615,2019-09-18,2019-10-08,4232.25
F29616,2019-09-18,2019-10-08,4232.25
F29617,2019-09-23,2019-10-23,2900.0000000000005
F29618,2019-09-23,2019-10-23,1450.0000000000002
F29619,2019-09-13,2019-09-23,1627.5000000000002
F29620,2019-09-09,2019-09-23,6186.337500000001
F29621,,2019-10-23,1230.0
F29622,2019-09-23,2019-09-23,6492.000000000001
F29623,2019-09-24,2019-09-24,2144.0
F29624,2019-09-24,2019-10-09,1319.0
F29625,2019-09-24,2019-09-24,4135.700000000001
F29626,2019-09-23,2019-09-24,4700.0
F29627,2019-09-24,2019-09-24,1900.0000000000002
F29628,2019-09-24,2019-09-24,287.1
F29629,2019-09-24,2019-09-24,287.1
F29630,2019-09-24,2019-09-24,3885.4800000000005
F29631,2019-09-24,2019-09-24,36.0
F29632,2019-09-24,2019-09-24,483.24000000000007
F29633,2019-09-24,2019-11-23,155913.0
F29634,2019-09-24,2019-09-24,364.00000000000006
F29635,2019-09-23,2019-09-24,120.00000000000001
F29636,2019-09-23,2019-09-24,36.21
F29637,2019-09-23,2019-09-24,456.00000000000006
F29638,2019-09-24,2019-09-24,682.5
F29639,2019-09-25,2019-10-25,1250.0
F29640,2019-09-25,2019-09-25,172.5
F29641,2019-09-13,2019-09-25,3743.0000000000005
F29642,2019-09-25,2019-10-25,6000.000000000001
F29643,2019-09-25,2019-09-25,333.96000000000004
F29644,2019-09-25,2019-09-25,1269.88
F29645,2019-09-25,2019-09-25,1269.88
F29646,2019-09-25,2019-09-25,789.0000000000001
F29647,2019-09-20,2019-10-25,4005.7500000000005
F29648,2019-09-25,2019-09-25,267.24
F29649,2019-09-25,2019-10-10,1999.7900000000002
F29650,2019-09-26,2019-10-26,1530.0000000000002
F29651,2019-09-26,2019-10-26,2750.0
F29652,2019-09-26,2019-09-26,2294.4950000000003
F29653,2019-09-26,2019-09-26,560.0
F29654,2019-09-26,2019-09-26,30.000000000000004
F29655,2019-09-26,2019-09-26,703.6
F29656,2019-09-26,2019-09-26,1228.5
F29657,2019-09-20,2019-09-26,2421.0
F29658,2019-09-23,2019-10-04,2360.0826
F29659,2019-09-26,2019-09-26,165.0
F29660,2019-09-26,2019-10-26,17230.0
F29661,2019-09-26,2019-09-26,276.0
F29662,2019-09-26,2019-09-26,2310.0
F29663,2019-09-26,2019-10-26,1250.0
F29664,2019-09-26,2019-09-26,2391.355
F29665,2019-09-24,2019-09-26,597.4200000000001
F29666,2019-09-25,2019-09-26,563.6
F29667,2019-09-24,2019-09-26,72.42
F29668,2019-09-24,2019-09-26,380.00000000000006
F29669,2019-09-24,2019-09-26,252.16000000000003
F29670,2019-09-26,2019-09-26,144.0
F29671,2019-09-26,2019-09-26,155.17060000000004
F29672,2019-09-26,2019-10-11,3855.7
F29673,2019-09-26,2019-11-25,4410.0
F29674,2019-09-27,2019-09-27,1096.8600000000001
F29675,2019-09-27,2019-10-12,21024.0
F29676,2019-09-18,2019-09-27,645.09
F29677,2019-09-27,2019-10-27,4528.6
F29678,2019-09-27,2019-09-27,600.0
F29679,2019-09-27,2019-09-27,625.0
F29680,2019-09-20,2019-09-27,1190.0
F29681,2019-09-27,2019-09-27,1836.2400000000002
F29682,2019-09-27,2019-09-27,1687.66
F29683,2019-09-27,2019-10-12,21024.0
F29684,2019-09-27,2019-09-27,2556.0
F29685,2019-09-19,2019-09-27,5392.320000000001
F29686,2019-09-27,2019-09-27,3662.76
F29687,2019-09-27,2019-11-26,155913.0
F29688,2019-09-19,2019-09-27,2366.4
F29689,2019-09-27,2019-10-12,1440.0000000000002
F29690,2019-09-27,2019-09-27,2855.5
F29691,2019-09-30,2019-10-30,3150.0000000000005
F29692,2019-09-30,2019-09-30,527.63
F29693,2019-09-30,2019-09-30,1055.18
F29694,2019-09-30,2019-09-30,6300.7327000000005
F29695,2019-09-30,2019-09-30,3196.0
F29696,2019-09-30,2019-09-30,4938.0
F29697,2019-09-30,2019-09-30,857.4000000000001
F29698,2019-09-20,2019-09-30,53971.64
F29699,2019-09-30,2019-09-30,777.1
F29700,2019-09-30,2019-09-30,180.00000000000003
F29701,2019-09-12,2019-09-30,1900.5000000000002
F29702,2019-09-30,2019-09-30,332.76000000000005
F29703,2019-09-30,2019-09-30,1080.42
F29704,2019-09-30,2019-09-30,2830.1724000000004
F29705,2019-09-30,2019-09-30,299.43690000000004
F29706,2019-09-30,2019-09-30,6737.198200000001
F29707,2019-09-30,2019-09-30,11190.000000000002
F29708,2019-09-30,2019-09-30,2700.0
F29709,2019-09-30,2019-09-30,3662.7586
F29710,2019-09-30,2019-09-30,5255.25
F29711,2019-09-30,2019-09-30,3117.4482000000003
F29712,2019-09-30,2019-09-30,3356.844
F29713,2019-09-30,2019-09-30,4070.5517000000004
F29714,2019-09-30,2019-09-30,8143.793100000001
F29715,2019-09-30,2019-09-30,636.5517000000001
F29716,2019-09-30,2019-09-30,5570.646500000001
F29717,2019-09-30,2019-09-30,3713.5948000000003
F29718,2019-09-30,2019-09-30,871.1551000000001
F29719,2019-09-30,2019-10-30,50994.00000000001
F29720,2019-09-30,2019-09-30,1836.2068000000002
F29721,2019-09-30,2019-09-30,1267.8965
F29722,2019-09-30,2019-09-30,1724.1379000000002
F29723,2019-09-30,2019-09-30,431.0344
F29724,2019-09-30,2019-09-30,623.75
F29725,2019-09-30,2019-09-30,498.2758
F29726,2019-09-30,2019-09-30,571.6379000000001
F29727,2019-09-30,2019-09-30,1288.7931
F29728,2019-09-30,2019-09-30,344.8275
F29729,2019-09-30,2019-09-30,258.6206
F29730,2019-09-30,2019-09-30,650.0
F29731,2019-09-30,2019-09-30,332.7582
F29732,2019-09-30,2019-09-30,862.0689000000001
F29733,2019-09-30,2019-09-30,7512.0
F29734,2019-09-27,2019-11-01,14495.000000000002
F29735,2019-10-02,2019-10-02,1014.82
F29736,2019-10-02,2019-11-01,23266.250000000004
F29737,2019-10-02,2019-10-17,976.5000000000001
F29738,2019-09-30,2019-11-01,15085.300000000003
F29739,2019-10-02,2019-10-02,1164.5271
F29740,2019-10-02,2019-10-02,2088.0
F29741,2019-10-02,2019-10-02,224.13600000000002
F29742,2019-10-02,2019-10-02,225.00000000000003
F29743,2019-10-02,2019-11-01,1623.0000000000002
F29744,2019-09-09,2019-10-02,682.7600000000001
F29745,2019-10-02,2019-10-02,948.5400000000001
F29746,2019-10-02,2019-10-02,270.1
F29747,2019-10-02,2019-10-02,237.93240000000003
F29748,2019-10-02,2019-10-02,258.62
F29749,2019-09-17,2019-10-02,5420.320000000001
F29750,2019-10-02,2019-10-17,2655.0
F29751,2019-10-02,2019-10-10,60000.00000000001
F29752,2019-10-02,2019-10-02,623.73
F29753,2019-10-02,2019-10-10,60000.00000000001
F29754,2019-10-04,2019-11-02,10500.0
F29755,2019-09-25,2019-11-02,1000.0000000000001
F29756,2019-10-03,2019-11-02,1500.0000000000002
F29757,2019-10-04,2019-10-03,4070.55
F29758,2019-10-03,2019-10-03,633.96
F29759,2019-10-03,2019-10-03,3662.7571000000007
F29760,2019-09-23,2019-10-03,8143.800000000001
F29763,2019-10-03,2019-10-03,1046.5600000000002
F29764,2019-10-03,2019-11-02,1490.0000000000002
F29765,2019-10-03,2019-10-03,460.00000000000006
F29766,2019-10-03,2019-10-03,420.0862
F29767,2019-10-02,2019-10-03,448.28000000000003
F29768,2019-10-03,2019-10-03,2410.2200000000003
F29769,2019-10-03,2019-10-18,6516.0
F29770,2019-10-03,2019-10-03,3436.2600000000007
F29771,2019-09-03,2019-11-02,16000.000000000002
F29772,2019-10-03,2019-10-18,1701.9
F29773,2019-10-03,2019-10-18,1015.0400000000001
F29774,2019-10-03,2019-10-18,1701.9
F29775,2019-10-03,2019-10-03,284.53000000000003
F29776,2019-10-03,2019-10-03,1100.3000000000002
F29777,2019-10-02,2019-10-03,318.4200000000001
F29778,2019-10-02,2019-10-03,56.71000000000001
F29779,2019-10-03,2019-10-18,714.0000000000001
F29780,2019-10-04,2019-11-03,1490.0000000000002
F29781,2019-09-25,2019-11-03,400.00000000000006
F29782,2019-10-04,2019-11-03,7590.000000000001
F29783,2019-09-25,2019-10-04,3117.4500000000003
F29784,2019-09-26,2019-11-03,8686.41
F29785,2019-10-04,2019-10-04,813.8103000000001
F29786,2019-09-12,2019-10-04,1889.0200000000002
F29787,2019-10-04,2019-10-04,2370.0
F29788,2019-10-04,2019-10-19,3850.0000000000005
F29789,2019-10-04,2019-10-04,7665.06
F29790,2019-09-30,2019-10-04,258.62
F29791,2019-10-04,2019-10-04,449.3
F29792,2019-09-24,2019-10-04,3356.8444000000004
F29793,2019-09-25,2019-10-04,789.0000000000001
F29794,2019-10-04,2019-10-04,813.9200000000001
F29795,2019-09-26,2019-11-03,1054.0
F29796,2019-10-04,2019-10-19,1236.0
F29797,2019-10-04,2019-10-04,1140.0
F29798,2019-10-04,2019-10-04,349.14000000000004
F29799,2019-10-04,2019-11-03,3430.0
F29800,2019-10-04,2019-10-04,740.0000000000001
F29801,2019-09-13,2019-11-18,3572.5
F29802,2019-10-04,2019-11-03,675.0
F29803,2019-10-03,2019-11-03,2430.0
F29804,2019-10-04,2019-11-03,675.0
F29805,2019-10-04,2019-10-04,784.0
F29806,2019-10-04,2019-10-04,2203.25
F29807,2019-09-25,2019-11-03,5600.000000000001
F29808,2019-10-04,2019-10-04,113.4
F29809,2019-09-24,2019-10-04,908.6200000000001
F29810,2019-10-04,2019-10-04,340.0
F29811,2019-10-04,2019-10-04,442.6
F29812,2019-10-01,2019-11-06,72720.0
F29813,2019-10-07,2019-10-07,784.62
F29814,2019-09-09,2019-11-06,1200.0
F29815,2019-10-07,2019-10-07,2609.25
F29816,2019-10-07,2019-10-07,392.35
F29817,2019-10-07,2019-10-07,410.34430000000003
F29818,2019-10-07,2019-10-07,6050.2
F29819,2019-09-04,2019-10-22,2000.0000000000002
F29820,2019-10-07,2019-10-07,650.0
F29821,2019-10-01,2019-10-07,571.6400000000001
F29822,2019-09-24,2019-10-07,1267.89
F29823,2019-10-07,2019-10-07,3300.0000000000005
F29824,2019-10-04,2019-10-23,2853.75
F29825,2019-10-08,2019-11-07,11100.0
F29826,2019-10-08,2019-10-08,717.24
F29827,2019-10-08,2019-10-23,659.8
F29828,2019-10-04,2019-10-23,2427.5
F29829,2019-10-08,2019-10-08,315.90000000000003
F29830,2019-09-20,2019-10-08,498.28000000000003
F29831,2019-10-08,2019-10-23,5800.000000000001
F29832,2019-10-08,2019-10-08,48.00000000000001
F29833,2019-10-08,2019-10-23,659.7987
F29834,2019-10-08,2019-10-08,5255.25
F29835,2019-10-08,2019-10-08,44.84
F29836,2019-10-08,2019-10-08,575.8620000000001
F29837,2019-10-08,2019-10-08,1398.88
F29838,2019-10-09,2019-10-09,3442.1400000000003
F29839,2019-10-09,2019-10-09,1387.94
F29840,2019-10-09,2019-10-09,47.42
F29841,2019-10-01,2019-10-09,7512.000000000001
F29842,2019-10-09,2019-10-09,2120.16
F29843,2019-10-09,2019-10-09,112.10000000000001
F29844,2019-10-04,2019-10-09,5400.0
F29845,2019-10-04,2019-10-09,4097.0
F29846,2019-10-04,2019-10-09,3550.0000000000005
F29847,2019-10-04,2019-10-09,10799.400000000001
F29848,2019-10-09,2019-11-08,350.00000000000006
F29849,2019-10-09,2019-10-09,84.1379
F29850,2019-10-09,2019-10-24,7125.9000000000015
F29851,2019-09-27,2019-10-09,8421.5
F29852,2019-10-03,2019-10-25,1124.59
F29853,2019-10-04,2019-10-10,2370.0
F29854,2019-10-04,2019-11-09,2465.0
F29855,2019-10-10,2019-10-10,5542.5
F29856,2019-10-10,2019-10-10,1402.95
F29857,2019-10-10,2019-10-10,6870.790000000001
F29858,2019-09-10,2019-10-10,301.36106
F29859,2019-09-10,2019-10-10,301.36106
F29860,2019-10-03,2019-10-10,1332.8000000000002
F29861,2019-10-04,2019-11-09,5589.000000000001
F29862,2019-10-10,2019-10-10,2726.5200000000004
F29863,2019-10-10,2019-10-10,1363.26
F29864,2019-10-10,2019-10-25,4232.25
F29865,2019-10-10,2019-10-25,4232.25
F29866,2019-10-10,2019-10-25,10463.01
F29867,2019-10-10,2019-10-10,172.36200000000002
F29868,2019-10-10,2019-10-10,444.62000000000006
F29869,2019-10-04,2019-12-09,71346.0
F29870,2019-10-07,2019-10-18,8874.0
F29871,2019-10-10,2019-10-10,439.9057
F29872,2019-10-10,2019-10-10,1120.6896000000002
F29873,2019-10-11,2019-11-10,3133.35
F29874,2019-10-11,2019-10-26,6221.800000000001
F29875,2019-09-30,2019-10-11,2806.7
F29876,2019-10-11,2019-10-11,474.27580000000006
F29877,2019-10-11,2019-10-26,6221.800000000001
F29878,2019-10-11,2019-10-11,2013.6
F29879,2019-10-11,2019-11-10,251.62
F29880,2019-10-02,2019-10-19,21400.0
F29881,2019-10-11,2019-10-11,3800.0
F29882,2019-10-11,2019-10-11,500.0
F29883,2019-09-30,2019-10-11,8700.0
F29884,2019-10-11,2019-10-11,252.26
F29885,2019-10-11,2019-10-11,2494.8
F29886,2019-10-08,2019-10-11,1076.97051
F29887,2019-10-11,2019-10-11,1076.97051
F29888,2019-10-11,2019-10-11,137.931
F29889,2019-10-11,2019-10-11,420.00000000000006
F29890,2019-09-26,2019-11-13,4845.75
F29891,2019-10-11,2019-11-13,4845.75
F29892,2019-09-26,2019-11-13,4845.75
F29893,2019-10-07,2019-11-13,1500.0000000000002
F29894,2019-09-30,2019-10-14,3713.6000000000004
F29895,2019-10-02,2019-10-14,12601.380000000001
F29896,2019-10-14,2019-10-14,1281.8965
F29897,2019-10-09,2019-11-13,6054.85
F29898,,2019-10-14,3198.0
F29899,2019-10-04,2019-10-14,2339.6
F29900,2019-10-14,2019-10-14,51.7241
F29901,2019-10-14,2019-10-14,88.00000000000001
F29902,2019-10-15,2019-10-15,1647.3
F29903,2019-10-15,2019-10-15,807.0
F29904,2019-10-15,2019-10-15,1567.9675000000002
F29905,2019-10-04,2019-11-14,7345.5
F29906,2019-10-08,2019-10-15,315.0
F29907,2019-10-15,2019-11-14,4425.9
F29908,2019-10-15,2019-10-15,596.1186
F29909,2019-10-15,2019-10-15,450.00000000000006
F29910,2019-10-15,2019-10-15,2441.4
F29911,2019-10-09,2019-11-14,1230.0
F29912,2019-10-08,2019-10-15,315.0
F29913,2019-10-15,2019-10-15,129.35000000000002
F29914,2019-10-09,2019-10-16,1552.5
F29915,2019-10-07,2019-10-16,1166.7
F29916,2019-10-16,2019-10-16,1166.7
F29917,2019-10-16,2019-10-16,129.35
F29918,2019-10-16,2019-10-16,3800.0
F29919,2019-10-17,2019-11-30,3383.0000000000005
F29920,2019-10-16,2019-10-16,4135.700000000001
F29921,2019-10-11,2019-10-16,7489.050000000001
F29922,2019-10-03,2019-10-16,1696.82
F29923,2019-10-16,2019-10-16,1057.2000000000003
F29924,2019-10-16,2019-10-16,1801.5515
F29925,2019-10-16,2019-10-16,1249.0
F29926,2019-10-04,2019-11-16,3904.0
F29927,2019-10-04,2019-11-16,3726.0000000000005
F29928,2019-10-17,2019-10-17,1249.0
F29929,2019-10-17,2019-11-16,48480.00000000001
F29930,2019-10-17,2019-10-17,320.40000000000003
F29931,2019-10-17,2019-10-17,431.0344
F29932,2019-10-17,2019-11-16,24408.0
F29933,2019-10-17,2019-11-16,24948.0
F29934,2019-10-09,2019-11-01,5151.6
F29935,2019-10-11,2019-10-17,6556.050000000001
F29936,2019-10-08,2019-11-16,5000.0
F29937,2019-10-07,2019-11-01,393.97
F29938,2019-10-02,2019-10-17,1300.0
F29939,2019-10-02,2019-10-17,1170.6000000000001
F29940,2019-10-17,2019-10-17,311.2068
F29941,2019-10-17,2019-10-17,385.35
F29942,2019-10-11,2019-10-17,4008.8
F29943,2019-10-17,2019-10-17,357.00000000000006
F29944,2019-10-17,2019-11-16,8080.0
F29945,2019-10-15,2019-10-17,1114.4
F29946,2019-10-17,2019-10-17,300.0
F29947,2019-10-17,2019-12-16,155913.0
F29948,2019-10-14,2019-11-02,4384.0
F29949,2019-10-15,2019-11-17,1505.0000000000002
F29950,2019-10-04,2019-11-02,3463.3
F29951,2019-10-09,2019-11-17,3000.0000000000005
F29952,2019-10-18,2019-11-17,13750.000000000002
F29953,2019-10-18,2019-10-18,1282.3500000000001
F29954,2019-10-14,2019-10-18,3095.44
F29955,2019-10-02,2019-12-17,2577.1
F29956,2019-10-14,2019-10-26,2885.4
F29957,2019-10-18,2019-10-18,1240.0
F29958,2019-10-18,2019-11-02,1246.38
F29959,2019-10-09,2019-10-18,1900.0000000000002
F29960,2019-10-18,2019-10-18,250.86
F29961,2019-10-18,2019-10-18,1193.1084
F29962,2019-10-18,2019-10-18,596.5575
F29963,2019-10-08,2019-10-18,4823.000000000001
F29964,2019-10-18,2019-10-18,2400.0
F29965,2019-10-21,2019-12-20,720.0
F29966,2019-10-07,2019-10-21,1837.0500000000002
F29967,2019-10-04,2019-10-21,6937.500000000001
F29968,2019-10-21,2019-10-21,894.3990000000001
F29969,2019-10-21,2019-10-21,370.00000000000006
F29970,2019-10-21,2019-10-21,2870.0
F29971,2019-10-21,2019-10-21,340.0
F29972,2019-10-21,2019-11-20,2082.0
F29973,2019-10-21,2019-11-20,266.0
F29974,2019-10-21,2019-10-21,1422.0
F29975,2019-10-21,2019-10-21,496.8448
F29976,2019-10-21,2019-10-21,111.00000000000001
F29977,2019-10-21,2019-10-21,1498.0200000000002
F29978,2019-10-24,2019-11-21,3240.0
F29979,2019-10-22,2019-10-22,2796.9
F29980,2019-10-11,2019-10-22,598.2800000000001
F29981,2019-10-22,2019-10-22,813.9200000000001
F29982,2019-10-22,2019-10-22,320.40000000000003
F29983,2019-10-22,2019-12-21,1050.0
F29984,2019-10-08,2019-10-22,1358.41
F29985,2019-10-22,2019-10-22,1358.41
F29986,2019-10-22,2019-10-22,120.0
F29987,2019-10-14,2019-10-23,3652.25
F29988,2019-10-23,2019-10-23,4198.4069
